,name,lat,lng
360,홍콩반점0410,37.49895095,127.06265139079159
361,홍콩반점0410,37.534826,126.9000655
362,홍콩반점0410,37.5096477,126.9455378
363,홍콩반점0410,37.55029775,126.83514165
364,홍콩반점0410,37.4916114,126.9246859
365,홍콩반점0410,37.56346775,126.9853297568876
366,홍콩반점0410,37.5924583,127.018257
367,홍콩반점0410,37.4904646,127.0091921
368,홍콩반점0410,37.5034683,127.02218585
369,홍콩반점0410,37.4674665,126.9869093
370,홍콩반점0410,37.5587387,126.9379396
371,홍콩반점0410,37.5186963,127.024001
372,홍콩반점0410,37.4848099,126.9272012
373,홍콩반점0410,37.4695103,126.9353461
374,홍콩반점0410,37.4989724,126.9299617
375,홍콩반점0410,37.5957947,127.0621858
376,홍콩반점0410,37.6410264,126.9159825
377,홍콩반점0410,37.5255993,127.0276598
378,홍콩반점0410,37.5045929,126.9502965
379,홍콩반점0410,37.4855323,126.9805877
380,홍콩반점0410,37.561828,127.0416161
381,홍콩반점0410,37.5341971,127.006329
382,홍콩반점0410,37.5567763,126.8528184
383,홍콩반점0410,37.554798950000006,126.92366721911765
384,홍콩반점0410,37.495075799999995,127.12071397389175
385,홍콩반점0410,37.5168984,126.9070573
386,한신포차,37.5344346,127.1399293
387,한신포차,37.5381339,127.0865345
388,한신포차,37.5130764,127.1103198
389,한신포차,37.58271895,127.00253825015349
390,한신포차,37.6203064,126.917492
391,한신포차,37.558121,126.9356612
392,한신포차,37.5600236,127.0402493
393,한신포차,37.5691737,126.9857549
394,한신포차,37.550608049999994,126.92162109990994
395,원조쌈밥집,37.5190106,126.9035804
396,원조쌈밥집,37.53672375,126.87991072895622
397,원조쌈밥집,37.5527288,127.1426658
398,역전우동0410,37.5119431,126.9438606
399,역전우동0410,37.5473613,127.1063934
400,역전우동0410,37.50548585,127.00549464992297
401,역전우동0410,37.4954802,127.0307131
402,역전우동0410,37.6387273,127.0240166
403,역전우동0410,37.5926857,127.0164689
404,역전우동0410,37.4843821,126.9957527
405,역전우동0410,37.485114949999996,126.97441249444172
406,역전우동0410,37.5916571,127.0460966
407,역전우동0410,37.5200082,126.9147546
408,역전우동0410,37.5290677,127.0353904
409,역전우동0410,37.6094,126.9162
410,새마을식당,37.4787146,126.8823272
411,새마을식당,37.4983646,127.0546317
412,새마을식당,37.6554281,127.0627368
413,새마을식당,37.511394800000005,127.0565999805459
414,새마을식당,37.468619,127.0365095
415,새마을식당,37.5507793,127.0076435
416,새마을식당,37.524714,127.0290956
417,새마을식당,37.5576543,126.9419287
418,새마을식당,37.4865741,126.9804611
419,새마을식당,37.5160858,126.8653486
420,새마을식당,37.4989031,127.0344552
421,새마을식당,37.5099788,127.0842386
422,새마을식당,37.55618295,126.92581872147736
423,빽다방,37.6387273,127.0240166
424,빽다방,37.5466502,127.1732408
425,빽다방,37.5038579,127.0548248
426,빽다방,37.4954802,127.0307131
427,빽다방,37.5216514,127.0179623
428,빽다방,37.5009711,127.02507495
429,빽다방,37.462434,126.8914263
430,빽다방,37.524448,127.0308787
431,빽다방,37.478793749999994,126.99292253243601
432,빽다방,37.5425828,127.0689288
433,빽다방,37.5473613,127.1063934
434,빽다방,37.6220558,127.0594209
435,빽다방,37.4887718,126.9578871
436,빽다방,37.5416535,126.95346
437,빽다방,37.5447608,126.9506748
438,빽다방,37.5074907,127.0095178
439,빽다방,37.6386648,126.91910716144118
440,빽다방,37.4828729,126.8953279
441,빽다방,37.4948472,126.8917449
442,빽다방,37.6542439,127.0603337
443,빽다방,37.5096477,126.9455378
444,빽다방,37.603467,127.0245563
445,빽다방,37.4989205,127.0657856909771
446,빽다방,37.5387928,126.9464644
447,빽다방,37.5567979,127.1446472
448,빽다방,37.485114949999996,126.97441249444172
449,빽다방,37.5231675,126.9296529
450,빽다방,37.46937145,126.89705423955505
451,빽다방,37.5688658,126.8116908
452,빽다방,37.5074907,127.0095178
453,빽다방,37.5074907,127.0095178
454,빽다방,37.5204641,126.8685485
455,빽다방,37.5254202,126.8549557
456,빽다방,37.5446913,127.1134486
457,빽다방,37.5637861,126.9820882
458,빽다방,37.5591479,126.9178216
459,빽다방,37.6286948,126.9194512
460,빽다방,37.5924583,127.018257
461,빽다방,37.5393892,127.0551
462,빽다방,37.5035345,127.0515452
463,빽다방,37.5053435,127.0457333
464,빽다방,37.4922129,127.0273037
465,빽다방,37.49153269999999,127.00829887754907
466,빽다방,37.4817029,126.95148452008671
467,빽다방,37.493501,127.0166219
468,빽다방,37.6290287,127.0770381
469,빽다방,37.4880133,127.1018308
470,빽다방,37.5131816,127.1003625
471,빽다방,37.5539684,127.0914234
472,빽다방,37.5576543,126.9419287
473,빽다방,37.4730961,126.9282982
474,빽다방,37.5192018,126.937434
475,빽다방,37.495441,127.0666222
476,빽다방,37.5272667,127.028687
477,빽다방,37.527588,127.038093
478,빽다방,37.5889208,127.0294539
479,빽다방,37.537396,126.968035
480,빽다방,37.5335611,126.9755674
481,빽다방,37.5609612,127.0356008
482,빽다방,37.50288425,127.12620949835184
483,빽다방,37.5186326,126.9055154
484,빽다방,37.6203064,126.917492
485,빽다방,37.4964603,127.0333328
486,빽다방,37.5049959,127.0359613
487,빽다방,37.5968782,126.9096227
488,빽다방,37.6029827,127.0421137
489,빽다방,37.5298239,126.9677662
490,빽다방,37.54756245,126.83603007650305
491,빽다방,37.5968782,126.9096227
492,빽다방,37.5667216,126.9815651
493,빽다방,37.5099788,127.0842386
494,빽다방,37.6088642,127.0100842
495,빽다방,37.5627863,127.067195
496,빽다방,37.5194122,127.1096307
497,빽다방,37.5132169,127.1001365
498,빽다방,37.5932389,127.07647505786491
499,빽다방,37.6335072,127.064282
500,빽다방,37.6019187,127.0335201
501,빽다방,37.5710156,127.005044
502,빽다방,37.5697892,126.9844498
503,빽다방,37.5341,127.12377
504,빽다방,37.5387599,127.1264162
505,빽다방,37.58578,126.9474
506,빽다방,37.554798950000006,126.92366721911765
507,빽다방,37.549966,126.9228138
508,빽다방,37.49377735,127.04850715502104
509,빽다방,37.561828,127.0416161
510,빽다방,37.5602409,126.84580045
511,빽다방,37.5560551,126.9731427
512,빽다방,37.5601401,126.8356108
513,빽다방,37.5576183,127.041541
514,빽다방,37.5803359,126.9253003
515,빽다방,37.5881763,127.0873594
516,빽다방,37.5074907,127.0095178
517,빽다방,37.5554162,126.9078758
518,빽다방,37.4868245,126.92826163958044
519,빽다방,37.58094715,127.04586545018164
520,빽다방,37.4983322,126.9844741
521,빽다방,37.4989724,126.9299617
522,빽다방,37.5633905,126.97702152883488
523,분식9단,37.6048221,127.0259492
524,본가,37.4911188,127.0875223
525,본가,37.5136554,127.018537
526,본가,37.6561569,127.0650694
527,백철판0410,37.5416499,127.0674994
528,백스비어,37.5176791,126.9074442
529,미정국수0410,37.5736536,127.0020522
530,미정국수0410,37.5691888,126.9844325
531,미정국수0410,37.4930373,127.0168302
532,미정국수0410,37.5009711,127.02507495
533,미정국수0410,37.558121,126.9356612
534,미정국수0410,37.5533059,126.92289894999999
535,미정국수0410,37.4839379,126.9021807
536,돌배기집,37.4831573,126.8997762
537,돌배기집,37.5176791,126.9074442
538,구내식당,37.508160000000004,127.0263182130384
539,백's 비빔밥,37.478793749999994,126.99292253243601
