name,address
빽다방,"서울시 구로구 가마산로26길 5, 로제리움2차 104호"
빽다방,"서울시 노원구 노해로 482, 덕영빌딩 102"
빽다방,"서울시 동작구 만양로 94-2, 1층"
빽다방,"서울시 성북구 동소문로 248, 삼부상가 110호"
빽다방,서울 강남구 대치동 941번지 1층
빽다방,서울 마포구 마포대로4길 16
빽다방,"서울시 강동구 양재대로 1339, 삼오빌딩 102호"
빽다방,서울특별시 동작구 사당로17길 3
빽다방,서울시 영등포구 국제금융로 86 롯데캐슬아이비 상가 1층 124호
빽다방,"서울특별시 금천구 시흥대로 399, 시티렉스 102"
빽다방,"서울시 강서구 금낭화로 91-2, 대승프라자 1층"
빽다방,"서울시 서초구 신반포로 지하 200, 강남터미널 지하쇼핑몰 G-018호"
빽다방,"서울특별시 서초구 신반포로 지하200, 강남터미널 지하쇼핑몰 T-012호"
빽다방,서울 양천구 목동서로 65 (목동가든스위트)
빽다방,"서울시 양천구 오목로 231번지, 1층"
빽다방,"서울시 강동구 구천면로 418, 1층"
빽다방,"서울시 중구 남대문로 58-1, 1층"
빽다방,"서울특별시 마포구 월드컵북로 402, KGIT센터 105"
빽다방,서울 은평구 통일로 738-1
빽다방,"서울특별시 성북구 동소문로20나길 3, 1층"
빽다방,"서울시 성동구 성수이로 113, 1층"
빽다방,"서울시 강남구 선릉로86길 8, 1층"
빽다방,서울특별시 강남구 테헤란로51길 10 정다운빌딩 102호
빽다방,"서울시 서초구 사임당로 181, 대일빌딩 101"
빽다방,"서울시 서초구 서초대로 240, 동일하이빌 110호"
빽다방,"서울특별시 관악구 남부순환로 1811 (봉천동, 신원메트로빌) 1층"
빽다방,"서울특별시 서초구 서초중앙로22길 25, 서초리시온 109호"
빽다방,"서울시 노원구 공릉로 217, 1층"
빽다방,"서울시 강남구 밤고개로1길 10, 수서현대벤처빌 109호"
빽다방,"서울특별시 송파구 송파대로 366, 1층"
빽다방,"서울시 광진구 천호대로129길 17, 1층"
빽다방,"서울시 서대문구 연세로2길 6, 1층"
빽다방,서울 관악구 신림동 1639-8 1층
빽다방,"서울특별시 영등포구 63로 45, 시범상가 7동 13호"
빽다방,"서울시 강남구 남부순환로 2615, 극동스타클래스 104호"
빽다방,강남구 신사동 압구정로 156
빽다방,"서울특별시 강남구 선릉로161길 25, 1층"
빽다방,"서울시 성북구 인촌로 99-7, 1층"
빽다방,서울시 용산구 백범로 90길 74
빽다방,서울특별시 용산구 이태원로 4길 14
빽다방,"서울시 성동구 왕십리로 320-1, 한일빌딩 103"
빽다방,"서울시 송파구 오금로 306, 가락스타클래스 111호"
빽다방,서울시 영등포구 영중로 5
빽다방,"서울시 은평구 연서로29길 6, 1층"
빽다방,"서울시 강남구 테헤란로10길 25, 1층"
빽다방,"서울시 강남구 봉은사로30길 73, 1층"
빽다방,"서울시 은평구 은평로 235, 1층"
빽다방,"서울시 성북구 화랑로 91, 1층"
빽다방,서울특별시 용산구 새창로 132
빽다방,"서울시 강서구 강서로 245, 1층"
빽다방,"서울시 은평구 은평로 101, 1층"
빽다방,"서울시 중구 남대문로9길 10, 1층"
빽다방,"서울시 송파구 백제고분로7길 45, 1층"
빽다방,"서울특별시 성북구 보국문로 50, 1층"
빽다방,"서울시 동대문구 천호대로85길 7, 1층"
빽다방,"서울시 송파구 올림픽로35길 104, 잠미종합상가 A상가 110호"
빽다방,서울시 송파구 올림픽로 265 잠실역지하쇼핑센터 B-12호
빽다방,"서울시 중랑구 망우로32길 14, 1층"
빽다방,"서울시 노원구 한글비석로 235, 1층"
빽다방,"서울시 성북구 종암로 132, 우림카이저팰리스 상가 111호"
빽다방,"서울시 종로구 종로 387, 1층"
빽다방,"서울시 종로구 종로10길 21,1층"
빽다방,"서울시 강동구 천호옛길 94, 1층"
빽다방,"서울시 강동구 올림픽로70길 57, 1층"
빽다방,"서울시 서대문구 통일로 426, 1층"
빽다방,"서울특별시 마포구 와우산로23길 44, 1층"
빽다방,"서울시 마포구 와우산로13길 2, 1층"
빽다방,"서울시 강남구 도곡로 405, 1층"
빽다방,"서울시 성동구 마조로 21, 1층"
빽다방,"서울특별시 강서구 공항대로41길 51, 세신그린코아 101호"
빽다방,서울시 중구 퇴계로 37
빽다방,강서구 마곡중앙6로 16 마곡지엠지타워 1층
빽다방,서울 성동구 왕십리로 100
빽다방,서울특별시 서대문구 거북골로 19
빽다방,"서울시 중랑구 겸재로 178, 1층"
빽다방,서울시 서초구 신반포로 188 고속터미널 지하 5호매장
빽다방,서울특별시 마포구 월드컵로13길 34
빽다방,서울시 관악구 신림동 1641-12
빽다방,"서울시 동대문구 왕산로 209, 1층"
빽다방,"서울시 서초구 동작대로 128, 1층"
빽다방,서울특별시 동작구 국사봉1길 28
빽다방,"서울시 중구 세종대로 82, 1층"
분식9단,서울특별시 성북구 동소문로 315 현대백화점미아점
본가,서울특별시 강남구 일원로9길 64
본가,서울특별시 서초구 신반포로47길 87
본가,서울특별시 노원구 노해로83길 10-4
백철판0410,"서울시 광진구 동일로 22길 105, 지하1층"
백스비어,서울 영등포구 영중로 4길 7-1
미정국수0410,"서울특별시 종로구 대학로 131, 지하1층(명륜4가)"
미정국수0410,서울특별시 종로구 종로10길5 신우빌딩 1층
미정국수0410,서울특별시 서초구 서초대로54길 15 1층
미정국수0410,서울특별시 서초구 서초대로77길 37 1층
미정국수0410,서울특별시 서대문구 연세로7안길 2 1층
미정국수0410,서울특별시 마포구 홍익로 10 서교푸르지오상가 141~2호
미정국수0410,서울특별시 구로구 시흥대로 577 1층
돌배기집,서울시 구로구 디지털로32길 97-3
돌배기집,서울시 영등포구 영중로4길 6-1
구내식당,서울 강남구 논현동 167-31
백's 비빔밥,서울 서초구 방배동 3001-1번지 디오슈페리움2차 103호
