,name,address,lat,lng
429,빽다방,서울특별시 금천구 벚꽃로 298,error,error
430,빽다방,서울시 강남구 언주로159길 3,37.4950758,127.120714
431,빽다방,"서울특별시 광진구 아차산로 29길 29-1, 1층",37.524448,127.0308787
432,빽다방,서울특별시 광진구 아차산로29길 29-1,error,error
433,빽다방,서울특별시 광진구 아차산로 220,error,error
434,빽다방,서울특별시 노원구 광운로 43,error,error
435,빽다방,서울특별시 관악구 관악로 155,error,error
436,빽다방,서울특별시 마포구 새창로 15-1,37.5416535,126.95346
437,빽다방,서울특별시 마포구 마포대로 109,error,error
438,빽다방,서울특별시 서초구 신반포로 177,error,error
439,빽다방,서울특별시 은평구  진관2로 15-46,error,error
440,빽다방,서울특별시 구로구 디지털로30길 31,error,error
441,빽다방,서울특별시 구로구 가마산로26길 5,error,error
442,빽다방,서울특별시 노원구 노해로 482,error,error
443,빽다방,서울특별시 동작구 만양로 94-2,error,error
444,빽다방,서울특별시 성북구 동소문로 248,error,error
445,빽다방,서울특별시 강남구 대치동 941,error,error
446,빽다방,서울 마포구 마포대로4길 16,37.5387928,126.9464644
447,빽다방,서울특별시 강동구 양재대로 1339,error,error
448,빽다방,서울특별시 동작구 사당로17길 3,37.48511495,126.9744125
449,빽다방,서울특별시 영등포구 국제금융로 86,error,error
450,빽다방,서울특별시 금천구 시흥대로 399,error,error
451,빽다방,서울특별시 강서구 금낭화로 91-2,error,error
452,빽다방,서울특별시 서초구 신반포로 지하 200,error,error
453,빽다방,서울특별시 서초구 신반포로 지하 200,error,error
454,빽다방,서울특별시 양천구 목동서로 65,error,error
455,빽다방,서울특별시 양천구 오목로 231,error,error
456,빽다방,서울특별시 강동구 구천면로 418,error,error
457,빽다방,서울특별시 중구 남대문로 58-1,error,error
458,빽다방,서울특별시 마포구 월드컵북로 402,error,error
459,빽다방,서울 은평구 통일로 738-1,37.6286948,126.9194512
460,빽다방,서울특별시 성북구 동소문로20나길 3,error,error
461,빽다방,서울특별시 성동구 성수이로 113,error,error
462,빽다방,서울특별시 강남구 선릉로86길 8,error,error
463,빽다방,서울특별시 강남구 테헤란로51길 10,error,error
464,빽다방,서울특별시 서초구 사임당로 181,error,error
465,빽다방,서울특별시 서초구 서초대로 240,error,error
466,빽다방,서울특별시 관악구 남부순환로 1811,error,error
467,빽다방,서울특별시 서초구 서초중앙로22길 25,error,error
468,빽다방,서울특별시 노원구 공릉로 217,error,error
469,빽다방,서울특별시 강남구 밤고개로1길 10,error,error
470,빽다방,서울특별시 송파구 송파대로 366,error,error
471,빽다방,서울특별시 광진구 천호대로129길 17,error,error
472,빽다방,서울특별시 서대문구 연세로2길 6,error,error
473,빽다방,서울특별시 관악구 신림동 1639-8,error,error
474,빽다방,서울특별시 영등포구 63로 45,error,error
475,빽다방,서울특별시 강남구 남부순환로 2615,error,error
476,빽다방,강남구 신사동 압구정로 156,37.5272667,127.028687
477,빽다방,서울특별시 강남구 선릉로161길 25,error,error
478,빽다방,서울특별시 성북구 인촌로 99-7,error,error
479,빽다방,서울특별시 용산구 백범로90길 74,error,error
480,빽다방,서울특별시 용산구 이태원로4길 14,error,error
481,빽다방,서울특별시 성동구 왕십리로 320-1,error,error
482,빽다방,서울특별시 송파구 오금로 306,error,error
483,빽다방,서울시 영등포구 영중로 5,37.5186326,126.9055154
484,빽다방,서울특별시 은평구 연서로29길 6,error,error
485,빽다방,서울특별시 강남구 테헤란로10길 25 ,error,error
486,빽다방,서울특별시 강남구 봉은사로30길 73,error,error
487,빽다방,서울특별시 은평구 은평로 235,error,error
488,빽다방,서울특별시 성북구 화랑로 91 ,error,error
489,빽다방,서울특별시 용산구 새창로 132,37.5298239,126.9677662
490,빽다방,서울특별시 강서구 강서로 245,error,error
491,빽다방,서울특별시 은평구 은평로 101,error,error
492,빽다방,서울특별시 중구 남대문로9길 10 ,error,error
493,빽다방,서울특별시 송파구 백제고분로7길 45,error,error
494,빽다방,서울특별시 성북구 보국문로 50,error,error
495,빽다방,서울특별시 동대문구 천호대로85길 7,error,error
496,빽다방,서울특별시 송파구 올림픽로35길 104,error,error
497,빽다방,서울특별시 송파구 올림픽로 265,error,error
498,빽다방,서울특별시 중랑구 망우로32길 14,error,error
499,빽다방,서울특별시 노원구 한글비석로 235,error,error
500,빽다방,서울특별시 성북구 종암로 132,error,error
501,빽다방,서울특별시 종로구 종로 387,error,error
502,빽다방,서울특별시 종로구 종로10길 21,error,error
503,빽다방,서울특별시 강동구 천호옛길 94,error,error
504,빽다방,서울특별시 강동구 올림픽로70길 57,error,error
505,빽다방,서울특별시 서대문구 통일로 426,error,error
506,빽다방,서울특별시 마포구 와우산로23길 44,error,error
507,빽다방,서울특별시 마포구 와우산로13길 2,error,error
508,빽다방,서울특별시 강남구 도곡로 405,error,error
509,빽다방,서울특별시 성동구 마조로 21,error,error
510,빽다방,서울특별시 강서구 공항대로41길 51,error,error
511,빽다방,서울시 중구 퇴계로 37,37.5560551,126.9731427
512,빽다방,서울특별시 강서구 마곡중앙6로 16,error,error
513,빽다방,서울 성동구 왕십리로 100,37.5576183,127.041541
514,빽다방,서울특별시 서대문구 거북골로 19,37.5803359,126.9253003
515,빽다방,서울특별시 중랑구 겸재로 178,error,error
516,빽다방,서울특별시 서초구 신반포로 188,error,error
517,빽다방,서울특별시 마포구 월드컵로13길 34,37.5554162,126.9078758
518,빽다방,서울시 관악구 신림동 1641-12,37.4868245,126.9282616
519,빽다방,서울특별시 동대문구 왕산로 209,error,error
520,빽다방,서울특별시 서초구 동작대로 128,error,error
521,빽다방,서울특별시 동작구 국사봉1길 28,37.4989724,126.9299617
522,빽다방,서울특별시 중구 세종대로 82,error,error
523,분식9단,서울특별시 성북구 동소문로 315,error,error
524,본가,서울특별시 강남구 일원로9길 64,37.4911188,127.0875223
525,본가,서울특별시 서초구 신반포로47길 87,37.5136554,127.018537
526,본가,서울특별시 노원구 노해로83길 10-4,37.6561569,127.0650694
527,백철판0410,서울특별시 광진구 동일로22길 105,error,error
528,백스비어,서울특별시 영등포구 영중로4길 7-1,error,error
529,미정국수0410,서울특별시 종로구 대학로 131,error,error
530,미정국수0410,서울특별시 종로구 종로10길 5,error,error
531,미정국수0410,서울특별시 서초구 서초대로54길 15,error,error
532,미정국수0410,서울특별시 서초구 서초대로77길 37,error,error
533,미정국수0410,서울특별시 서대문구 연세로7안길 2,error,error
534,미정국수0410,서울특별시 마포구 홍익로 10,error,error
535,미정국수0410,서울특별시 구로구 시흥대로 577 ,error,error
536,돌배기집,서울시 구로구 디지털로32길 97-3,37.4831573,126.8997762
537,돌배기집,서울시 영등포구 영중로4길 6-1,37.5176791,126.9074442
538,구내식당,서울 강남구 논현동 167-31,37.5132615,127.0315599
539,백's 비빔밥,서울특별시 서초구 방배동 3001-1,error,error
